Dates,AAPL,ADBE,AMZN,BA,BLK,CSCO,IBM,JPM,MSFT,NVDA
29-12-2017,169.23,175.24,1169.47,294.91,513.71,38.3,153.42,106.94,85.54,193.5
01-01-2018,169.23,175.24,1169.47,294.91,513.71,38.3,153.42,106.94,85.54,193.5
02-01-2018,172.26,177.7,1189.01,296.84,508.97,38.86,154.25,107.95,85.95,199.35
03-01-2018,172.23,181.04,1204.2,297.8,514.34,39.17,158.49,108.06,86.35,212.47
04-01-2018,173.03,183.22,1209.59,296.67,521.13,38.99,161.7,109.04,87.11,213.59
05-01-2018,175.0,185.34,1229.14,308.84,525.57,39.53,162.49,108.34,88.19,215.4
08-01-2018,174.35,185.04,1246.87,310.15,529.49,39.94,163.47,108.5,88.28,222.0
09-01-2018,174.33,186.7,1252.7,318.43,533.94,39.69,163.83,109.05,88.22,221.94
10-01-2018,174.29,187.11,1254.33,320.26,531.57,39.91,164.18,110.25,87.82,223.68
11-01-2018,175.28,188.92,1276.68,328.12,537.92,40.1,164.2,110.84,88.08,224.08
12-01-2018,177.09,195.05,1305.2,336.21,555.53,40.87,163.14,112.67,89.6,222.98
15-01-2018,177.09,195.05,1305.2,336.21,555.53,40.87,163.14,112.67,89.6,222.98
16-01-2018,176.19,192.46,1304.86,335.16,563.0,40.54,163.85,112.27,88.35,220.11
17-01-2018,179.1,196.49,1295.0,351.01,576.51,41.2,168.65,112.99,90.14,224.72
18-01-2018,179.26,196.2,1293.32,340.16,579.22,41.3,169.12,113.26,90.1,224.44
19-01-2018,178.46,195.73,1294.58,337.73,590.26,41.29,162.37,113.01,90.0,230.11
22-01-2018,177.0,197.84,1327.31,338.0,593.26,41.66,162.6,114.33,91.61,233.69
23-01-2018,177.04,200.09,1362.54,335.59,589.68,42.1,166.25,114.21,91.9,238.91
24-01-2018,174.22,197.78,1357.51,334.69,587.67,42.17,165.37,115.67,91.82,235.8
25-01-2018,171.11,197.51,1377.95,343.11,575.5,41.9,165.47,115.7,92.33,236.35
26-01-2018,171.51,201.3,1402.05,343.22,586.8,42.56,167.34,116.32,94.06,243.33
29-01-2018,167.96,198.23,1417.68,340.82,574.42,42.85,166.8,116.2,93.92,246.85
30-01-2018,166.97,196.9,1437.82,337.71,562.29,42.25,163.62,115.11,92.74,242.72
31-01-2018,167.43,199.76,1450.89,354.37,561.8,41.54,163.7,115.67,95.01,245.8
01-02-2018,167.78,199.38,1390.0,356.94,565.19,41.7,162.4,116.87,94.26,240.5
02-02-2018,160.5,195.64,1429.95,348.91,548.32,40.93,159.03,114.28,91.78,233.52
05-02-2018,156.49,190.27,1390.0,328.88,524.97,38.78,152.53,108.8,88.0,213.7
06-02-2018,163.03,194.47,1442.84,340.91,535.22,40.17,155.34,112.11,91.33,225.58
07-02-2018,159.54,192.34,1416.78,348.12,532.26,40.34,153.85,112.87,89.61,228.8
08-02-2018,155.15,185.16,1350.5,329.66,509.38,38.77,147.59,107.88,85.01,217.52
09-02-2018,156.41,187.99,1339.6,332.83,521.51,39.53,149.51,110.04,88.18,232.08
12-02-2018,162.71,192.15,1386.23,343.8,525.38,40.6,151.4,111.74,89.13,228.03
13-02-2018,164.34,193.48,1414.51,343.16,521.27,41.23,150.75,112.43,89.83,232.63
14-02-2018,167.37,197.13,1451.05,344.85,539.94,42.09,154.76,115.03,90.81,241.42
15-02-2018,172.99,202.97,1461.76,356.46,540.65,44.08,156.01,115.51,92.66,246.5
16-02-2018,172.43,201.56,1448.69,355.04,541.1,44.33,156.18,114.68,92.0,243.84
19-02-2018,172.43,201.56,1448.69,355.04,541.1,44.33,156.18,114.68,92.0,243.84
20-02-2018,171.85,202.98,1468.35,353.35,542.6,44.06,155.16,114.71,92.72,249.08
21-02-2018,171.07,202.09,1482.92,352.37,543.56,43.31,153.96,115.19,91.49,241.51
22-02-2018,172.5,202.61,1485.34,355.92,539.53,42.94,153.18,114.98,91.73,242.15
23-02-2018,175.5,209.74,1500.0,356.66,549.75,44.0,155.52,117.31,94.06,245.93
26-02-2018,178.97,212.15,1521.95,363.48,563.97,45.36,158.58,118.77,95.42,246.58
27-02-2018,178.39,208.82,1511.98,364.64,552.77,45.04,156.55,117.36,94.2,246.06
28-02-2018,178.12,209.13,1512.45,362.21,549.43,44.78,155.83,115.5,93.77,242.0
01-03-2018,175.0,206.03,1493.45,349.69,535.58,43.8,153.81,113.43,92.85,232.21
02-03-2018,176.21,209.79,1500.25,344.67,537.58,44.06,154.49,113.32,93.05,236.54
05-03-2018,176.82,211.16,1523.61,352.75,545.26,44.52,156.95,115.06,93.64,235.65
06-03-2018,176.67,212.01,1537.64,348.92,548.66,44.29,155.72,115.16,93.32,242.16
07-03-2018,175.03,216.86,1545.0,347.04,547.43,44.2,158.32,114.73,93.86,241.84
08-03-2018,176.94,216.4,1551.86,348.73,553.39,44.34,156.21,114.74,94.43,241.18
09-03-2018,179.98,221.11,1578.89,354.52,577.18,45.37,159.31,118.04,96.54,245.33
12-03-2018,181.72,220.94,1598.39,344.19,571.79,45.55,160.26,117.66,96.77,249.76
13-03-2018,179.97,219.76,1588.18,338.67,564.06,45.16,159.32,116.25,94.41,247.71
14-03-2018,178.44,218.44,1591.0,330.26,558.96,45.28,158.12,114.95,93.85,248.74
15-03-2018,178.65,218.87,1582.32,329.98,557.93,45.33,159.61,115.24,94.18,249.34
16-03-2018,178.02,225.55,1571.68,330.47,563.66,45.01,160.26,115.44,94.6,250.48
19-03-2018,175.3,222.18,1544.93,331.76,553.83,44.27,157.35,114.53,92.89,241.0
20-03-2018,175.24,229.75,1586.51,337.63,557.52,44.37,156.2,114.64,93.13,249.58
21-03-2018,171.27,226.85,1581.86,337.1,564.16,44.31,156.69,114.74,92.48,248.56
22-03-2018,168.85,220.52,1544.92,319.61,539.42,43.07,152.09,109.95,89.79,241.85
23-03-2018,164.94,215.02,1495.56,321.0,521.13,42.42,148.89,107.01,87.18,232.97
26-03-2018,172.77,228.91,1555.86,328.97,540.72,44.06,153.37,110.31,93.78,244.48
27-03-2018,168.34,213.8,1497.05,321.12,532.11,42.68,151.91,108.17,89.47,225.52
28-03-2018,166.48,212.54,1431.42,320.02,528.03,41.66,152.52,108.0,89.39,221.35
29-03-2018,167.78,216.08,1447.34,327.88,541.72,42.89,153.43,109.97,91.27,231.59
30-03-2018,167.78,216.08,1447.34,327.88,541.72,42.89,153.43,109.97,91.27,231.59
02-04-2018,166.68,212.28,1371.99,322.44,519.0,41.01,150.07,107.85,88.52,221.05
03-04-2018,168.39,215.93,1392.05,330.82,528.73,41.38,149.85,109.33,89.71,225.35
04-04-2018,171.61,225.05,1410.57,327.44,536.31,41.2,154.12,110.99,92.33,226.24
05-04-2018,172.8,223.54,1451.75,336.4,538.4,41.82,154.03,111.88,92.38,221.38
06-04-2018,168.38,218.61,1405.23,326.12,519.92,40.73,150.57,109.09,90.23,214.25
09-04-2018,170.05,219.17,1406.08,322.48,521.14,41.17,152.69,110.4,90.77,215.41
10-04-2018,173.25,224.53,1436.22,334.83,533.96,42.51,155.39,112.51,92.88,227.91
11-04-2018,172.44,223.63,1427.05,327.36,525.31,42.43,155.36,110.62,91.86,226.24
12-04-2018,174.14,226.96,1448.5,337.48,533.01,43.34,158.07,113.37,93.58,234.6
13-04-2018,174.73,224.06,1430.79,329.28,524.77,43.0,156.71,110.3,93.08,231.5
16-04-2018,175.82,226.52,1441.5,331.77,524.85,43.3,157.89,110.21,94.17,231.49
17-04-2018,178.24,231.16,1503.83,336.72,526.84,44.59,160.91,110.21,96.07,237.54
18-04-2018,177.84,231.1,1527.84,341.0,523.22,44.63,148.79,109.32,96.44,236.37
19-04-2018,172.8,227.62,1556.91,340.64,525.06,44.56,147.7,111.72,96.11,229.04
20-04-2018,165.72,225.24,1527.49,338.67,524.42,44.09,144.9,111.47,95.0,228.71
23-04-2018,165.24,225.3,1517.86,338.84,519.85,44.25,145.86,110.93,95.35,223.88
24-04-2018,162.94,217.89,1460.09,329.06,513.7,43.74,145.56,110.41,93.12,221.2
25-04-2018,163.65,217.32,1460.17,342.86,512.22,43.71,145.94,109.99,92.31,216.66
26-04-2018,164.22,221.91,1517.96,342.79,522.72,44.21,146.72,110.1,94.26,225.22
27-04-2018,162.32,221.9,1572.62,340.88,524.65,44.71,146.48,109.4,95.82,226.33
30-04-2018,165.26,221.6,1566.13,333.56,521.5,44.29,144.96,108.78,93.52,224.9
01-05-2018,169.1,224.08,1582.26,329.54,517.97,44.83,145.0,108.78,95.0,227.14
02-05-2018,176.57,221.1,1569.68,324.19,514.79,43.86,142.45,107.92,93.51,226.31
03-05-2018,176.89,226.05,1572.075,330.69,511.67,44.44,141.99,107.24,94.07,232.99
04-05-2018,183.83,228.51,1580.95,334.43,520.4,45.3,143.91,108.43,95.16,239.06
07-05-2018,185.16,230.99,1600.14,340.43,523.6,45.73,143.22,109.37,96.22,248.68
08-05-2018,186.05,234.56,1592.39,338.37,519.93,45.71,143.0,110.99,95.81,250.4
09-05-2018,187.36,239.74,1608.0,344.5,531.35,46.04,142.61,113.41,96.94,255.78
10-05-2018,190.04,241.15,1609.08,344.07,536.26,46.3,144.24,114.29,97.91,260.13
11-05-2018,188.59,241.88,1602.91,342.46,540.43,45.93,144.14,113.86,97.7,254.53
14-05-2018,188.15,238.37,1601.54,344.59,539.76,45.7,144.3,113.9,98.03,255.36
15-05-2018,186.44,236.6,1576.12,342.12,533.21,45.48,143.74,113.03,97.32,245.56
16-05-2018,188.18,237.39,1587.28,340.97,533.9,45.16,144.63,113.34,97.15,246.01
17-05-2018,186.99,236.85,1581.76,344.14,535.58,43.46,144.5,112.96,96.18,247.71
18-05-2018,186.31,238.09,1574.37,351.23,538.49,43.21,144.08,111.13,96.36,245.94
21-05-2018,187.63,238.1,1585.46,363.92,543.48,43.75,145.49,112.15,97.6,244.24
22-05-2018,187.16,238.79,1581.4,355.02,546.88,43.65,145.09,113.01,97.5,242.7
23-05-2018,188.36,243.91,1601.86,359.21,542.66,43.68,144.67,112.49,98.66,247.54
24-05-2018,188.15,245.15,1603.07,359.0,540.83,43.57,144.07,111.23,98.31,247.69
25-05-2018,188.58,243.56,1610.15,360.09,539.61,43.26,143.64,110.66,98.36,249.28
28-05-2018,188.58,243.56,1610.15,360.09,539.61,43.26,143.64,110.66,98.36,249.28
29-05-2018,187.9,242.19,1612.87,352.48,524.26,42.97,141.22,105.93,98.01,248.59
30-05-2018,187.5,247.4,1624.89,358.19,534.29,42.85,142.62,108.35,98.95,252.99
31-05-2018,186.87,249.28,1629.62,352.16,534.23,42.71,141.31,107.01,98.84,252.19
01-06-2018,190.24,251.31,1641.54,356.72,539.06,43.66,141.95,108.4,100.79,257.62
04-06-2018,191.83,253.34,1665.27,360.73,540.67,43.58,143.04,108.45,101.67,264.85
05-06-2018,193.31,252.7,1696.35,360.1,534.38,43.67,143.7,107.84,102.19,265.07
06-06-2018,193.98,253.95,1695.75,371.56,551.86,44.26,144.71,110.36,102.49,265.15
07-06-2018,193.46,247.51,1689.3,368.53,549.14,43.65,145.36,110.8,100.88,262.9
08-06-2018,191.7,251.21,1683.99,369.5,549.41,43.48,146.14,111.11,101.63,262.28
11-06-2018,191.23,251.0,1689.12,370.94,549.06,43.69,146.58,110.83,101.05,260.62
12-06-2018,192.28,252.59,1698.75,370.62,547.11,43.94,146.87,110.19,101.31,262.58
13-06-2018,190.7,256.13,1704.86,363.85,532.17,44.01,146.35,109.97,100.85,262.4
14-06-2018,190.8,258.1,1723.86,362.42,523.36,44.69,145.2,108.03,101.42,266.91
15-06-2018,188.84,251.82,1715.97,357.88,524.52,44.25,145.39,107.9,100.13,265.26
18-06-2018,188.74,255.69,1723.79,354.74,527.54,44.21,144.48,108.18,100.86,265.09
19-06-2018,185.69,251.74,1734.78,341.12,526.61,43.82,143.9,107.55,100.86,260.17
20-06-2018,186.5,251.24,1750.08,342.69,526.58,43.74,142.63,107.54,101.87,262.31
21-06-2018,185.46,248.83,1730.22,337.66,524.98,43.16,141.25,107.51,101.14,257.11
22-06-2018,184.92,243.63,1715.67,338.91,522.74,43.2,141.28,105.75,100.41,250.95
25-06-2018,182.17,239.68,1663.15,331.2,515.14,42.29,138.79,104.79,98.39,239.12
26-06-2018,184.43,242.25,1691.09,331.3,510.85,42.55,139.08,104.86,99.08,241.99
27-06-2018,184.16,237.68,1660.51,329.82,503.53,42.33,137.48,103.24,97.54,235.72
28-06-2018,185.5,239.81,1701.45,334.65,501.77,42.94,140.04,104.93,98.63,240.86
29-06-2018,185.11,243.81,1699.8,335.51,499.04,43.03,139.7,104.2,98.61,236.9
02-07-2018,187.18,243.26,1713.78,336.08,499.52,42.81,139.86,105.08,100.01,242.24
03-07-2018,183.92,242.01,1693.96,332.93,491.29,42.67,139.57,103.61,99.05,236.84
04-07-2018,183.92,242.01,1693.96,332.93,491.29,42.67,139.57,103.61,99.05,236.84
05-07-2018,185.4,244.18,1699.73,333.18,491.98,42.56,141.43,103.72,99.76,242.73
06-07-2018,187.97,248.19,1710.63,334.64,491.69,42.71,142.48,104.06,101.16,247.33
09-07-2018,190.58,249.77,1739.02,341.92,504.1,42.67,144.39,107.28,101.85,249.25
10-07-2018,190.35,248.63,1743.07,347.16,504.93,42.86,144.71,106.62,102.12,253.25
11-07-2018,187.88,248.12,1755.0,340.6,502.9,42.57,144.94,106.39,101.98,247.53
12-07-2018,191.03,254.87,1796.62,346.03,506.67,43.58,146.45,106.85,104.19,251.23
13-07-2018,191.33,258.59,1813.03,350.79,507.09,41.78,145.9,106.36,105.43,249.32
16-07-2018,190.91,254.68,1822.49,356.1,503.96,42.5,145.46,110.58,104.91,248.2
17-07-2018,191.45,258.31,1843.93,356.88,504.88,42.34,143.49,110.5,105.95,253.69
18-07-2018,190.4,259.78,1842.92,360.23,510.85,42.21,144.52,111.53,105.12,251.7
19-07-2018,191.88,257.68,1812.97,355.33,504.89,42.4,149.24,109.89,104.4,252.03
20-07-2018,191.44,257.54,1813.7,354.9,502.78,42.01,146.35,111.28,106.27,250.89
23-07-2018,191.61,259.47,1802.0,353.27,508.51,42.06,145.7,113.35,107.97,249.41
24-07-2018,193.0,257.49,1829.24,358.27,508.89,42.39,146.38,114.15,107.66,248.71
25-07-2018,194.82,263.17,1863.61,355.92,512.49,43.16,146.62,115.18,110.83,251.87
26-07-2018,194.21,261.93,1808.0,359.32,505.11,43.53,146.71,114.85,109.62,254.84
27-07-2018,190.98,254.81,1817.27,360.65,502.92,42.57,145.15,116.03,107.68,252.02
30-07-2018,189.91,242.32,1779.22,351.06,500.18,42.17,145.49,116.73,105.37,244.13
31-07-2018,190.29,244.68,1777.44,356.3,502.76,42.29,144.93,114.95,106.08,244.86
01-08-2018,201.5,248.01,1797.17,352.76,479.45,41.86,143.5,115.66,106.28,246.47
02-08-2018,207.39,252.22,1834.33,349.73,475.31,42.53,142.96,116.15,107.57,250.62
03-08-2018,207.99,253.28,1823.29,348.44,482.4,42.83,147.7,117.09,108.04,252.1
06-08-2018,209.07,254.11,1847.75,346.57,483.46,43.3,146.03,117.12,108.13,254.03
07-08-2018,207.11,253.39,1862.48,350.76,487.46,43.58,147.01,117.55,108.88,256.95
08-08-2018,207.25,253.83,1886.52,347.78,487.05,43.84,146.89,117.79,109.49,258.42
09-08-2018,208.88,253.8,1898.52,343.72,484.1,43.78,144.77,116.88,109.67,256.46
10-08-2018,207.53,253.7,1886.3,339.41,478.95,43.78,144.48,115.73,109.0,254.79
13-08-2018,208.87,253.54,1896.2,338.36,475.39,43.75,142.71,113.89,108.21,256.12
14-08-2018,209.75,256.05,1919.65,339.14,477.21,44.0,143.36,114.65,109.56,261.43
15-08-2018,210.24,250.52,1882.62,331.76,470.82,43.86,143.91,113.7,107.66,259.08
16-08-2018,213.32,248.89,1886.52,345.98,474.61,45.16,145.34,114.77,107.64,257.44
17-08-2018,217.58,245.7,1882.22,346.4,474.15,45.87,146.06,114.77,107.58,244.82
20-08-2018,215.46,249.76,1876.71,350.74,475.56,46.22,146.51,114.62,106.87,247.84
21-08-2018,215.04,251.5,1883.42,353.77,474.93,45.78,145.97,115.32,105.98,253.32
22-08-2018,215.05,255.54,1904.9,350.03,478.02,45.99,145.24,114.97,107.06,262.82
23-08-2018,215.49,257.0,1902.9,347.48,470.46,46.02,145.37,114.73,107.56,266.84
24-08-2018,216.16,261.51,1905.39,349.38,477.51,46.32,146.04,114.68,108.4,272.22
27-08-2018,217.94,262.4,1927.68,353.74,483.61,46.59,146.69,116.71,109.6,275.9
28-08-2018,219.7,263.04,1932.82,351.21,483.35,46.95,146.59,116.14,110.26,274.38
29-08-2018,222.98,268.36,1998.1,350.19,485.22,47.48,147.54,115.76,112.02,278.49
30-08-2018,225.03,266.43,2002.38,346.9,475.27,47.15,145.93,115.19,111.95,277.81
31-08-2018,227.63,263.51,2012.71,342.79,479.06,47.77,146.48,114.58,112.33,280.68
03-09-2018,227.63,263.51,2012.71,342.79,479.06,47.77,146.48,114.58,112.33,280.68
04-09-2018,228.36,266.68,2039.51,346.25,475.78,47.73,145.68,115.15,111.71,283.7
05-09-2018,226.87,256.14,1994.82,346.68,478.24,47.27,146.66,114.59,108.49,278.42
06-09-2018,223.1,259.75,1958.31,351.27,471.96,47.28,146.39,114.1,108.74,272.72
07-09-2018,221.3,260.87,1952.07,349.28,471.44,47.05,145.45,114.32,108.21,271.86
10-09-2018,218.33,265.37,1939.01,341.86,473.75,47.07,145.65,113.71,109.38,274.73
11-09-2018,223.85,267.0,1987.15,345.25,471.13,47.03,146.49,114.43,111.24,272.8
12-09-2018,221.07,267.79,1990.0,353.41,470.01,46.89,146.57,113.08,111.71,268.2
13-09-2018,226.41,268.52,1989.87,355.46,468.98,47.24,148.95,113.52,112.91,271.34
14-09-2018,223.84,274.69,1970.19,359.8,476.06,47.4,148.33,113.5,113.37,276.43
17-09-2018,217.88,268.25,1908.03,355.96,470.9,47.11,147.94,113.84,112.14,273.93
18-09-2018,218.24,270.79,1941.05,363.58,472.2,47.46,148.56,114.3,113.21,271.02
19-09-2018,218.37,264.88,1926.42,365.22,483.54,47.28,149.06,117.62,111.7,271.98
20-09-2018,220.03,266.34,1944.3,367.46,487.14,47.73,151.15,118.63,113.57,266.28
21-09-2018,217.66,260.88,1915.01,372.23,487.61,48.56,151.35,117.85,114.26,263.45
24-09-2018,220.79,264.09,1934.36,367.99,482.07,48.44,150.03,116.72,114.67,265.7
25-09-2018,222.19,267.84,1974.55,367.23,479.09,48.47,148.91,116.39,114.45,268.41
26-09-2018,220.42,268.47,1974.85,365.03,474.83,48.41,151.61,115.02,113.98,266.92
27-09-2018,224.95,269.91,2012.98,367.39,477.89,48.33,151.5,114.52,114.41,267.4
28-09-2018,225.74,269.95,2003.0,371.9,471.33,48.65,151.21,112.84,114.37,281.02
01-10-2018,227.26,275.49,2004.36,382.29,473.47,48.87,153.0,113.5,115.61,289.36
02-10-2018,229.28,272.0,1971.31,386.37,477.21,49.01,153.75,113.97,115.15,286.48
03-10-2018,232.07,270.51,1952.76,392.3,474.37,49.14,153.22,115.04,115.17,286.73
04-10-2018,227.99,263.71,1909.42,389.99,474.15,48.38,151.31,115.27,112.79,279.29
05-10-2018,224.29,263.22,1889.65,386.47,470.86,48.13,149.03,114.62,112.13,269.86
08-10-2018,223.77,254.69,1864.42,385.77,471.46,47.52,148.39,115.32,110.85,265.77
09-10-2018,226.87,254.16,1870.32,385.44,459.71,47.49,147.24,114.52,112.26,265.54
10-10-2018,216.36,237.91,1755.25,367.47,426.76,45.63,142.69,111.47,106.16,245.69
11-10-2018,214.45,238.59,1719.36,358.11,417.68,44.12,139.02,108.13,105.91,235.13
12-10-2018,222.11,248.87,1788.61,360.11,427.7,45.71,140.85,106.95,109.57,246.54
15-10-2018,217.36,238.01,1760.95,358.88,426.94,44.67,141.13,106.34,107.6,235.38
16-10-2018,222.15,260.67,1819.96,368.25,408.0,45.82,145.12,108.62,111.0,245.83
17-10-2018,221.19,258.91,1831.73,365.5,411.85,45.94,134.05,109.83,110.71,243.06
18-10-2018,216.02,250.35,1770.72,359.35,399.87,45.46,130.55,108.09,108.5,239.53
19-10-2018,219.31,245.03,1764.03,356.26,401.65,45.34,129.1,107.91,108.66,229.17
22-10-2018,220.65,251.06,1789.3,355.98,392.36,45.76,130.02,106.36,109.63,231.22
23-10-2018,222.73,251.76,1768.7,350.05,387.49,45.42,131.21,105.25,108.1,221.06
24-10-2018,215.09,238.44,1664.2,354.65,378.66,44.07,127.21,103.29,102.32,199.41
25-10-2018,219.8,252.92,1782.17,363.77,391.96,45.47,126.45,104.86,108.3,207.84
26-10-2018,216.3,245.8,1642.81,359.27,386.93,44.25,124.79,103.42,106.96,198.29
29-10-2018,212.24,239.75,1538.88,335.59,390.65,43.84,119.64,104.85,103.85,185.62
30-10-2018,213.3,238.41,1530.42,349.91,403.83,44.58,115.4,106.7,103.73,203.0
31-10-2018,218.86,245.76,1598.01,354.86,411.42,45.75,115.43,109.02,106.81,210.83
01-11-2018,222.22,245.28,1665.53,363.07,412.99,45.65,116.83,108.98,105.92,218.11
02-11-2018,207.48,239.64,1665.53,357.75,409.76,45.48,115.67,108.38,106.16,214.92
05-11-2018,201.59,239.89,1627.8,361.98,411.0,46.14,120.06,109.09,107.51,211.77
06-11-2018,203.77,240.56,1642.81,366.47,413.43,46.5,123.12,109.6,107.72,211.06
07-11-2018,209.95,253.43,1755.49,372.02,424.73,47.9,124.84,111.48,111.96,213.79
08-11-2018,208.49,249.96,1754.91,370.77,421.39,48.44,123.38,112.38,111.75,205.99
09-11-2018,204.47,244.84,1712.43,369.34,413.95,47.11,123.54,111.29,109.57,205.67
12-11-2018,194.17,236.67,1636.85,357.03,405.42,45.62,120.9,108.95,106.87,189.54
13-11-2018,192.23,238.74,1631.17,349.51,407.31,45.12,120.84,109.59,106.94,199.31
14-11-2018,186.8,235.22,1599.01,344.72,401.98,44.33,120.2,107.33,104.97,197.19
15-11-2018,191.41,239.95,1619.44,341.57,406.88,46.77,121.44,110.07,107.28,202.39
16-11-2018,193.53,238.89,1593.41,335.95,411.0,46.35,121.57,109.99,108.29,164.43
19-11-2018,185.86,219.69,1512.29,320.94,407.78,45.75,120.31,110.83,104.62,144.7
20-11-2018,176.98,219.73,1495.46,317.7,402.92,44.49,117.2,108.45,101.71,149.08
21-11-2018,176.78,225.98,1516.73,317.32,407.62,44.89,118.57,107.64,103.11,144.71
22-11-2018,176.78,225.98,1516.73,317.32,407.62,44.89,118.57,107.64,103.11,144.71
23-11-2018,172.29,225.56,1502.06,312.32,406.61,44.54,117.19,106.65,103.07,145.0
26-11-2018,174.62,231.96,1581.33,316.36,418.49,45.57,119.56,109.26,106.47,153.05
27-11-2018,174.24,232.25,1581.42,318.03,417.16,46.12,120.03,109.72,107.14,153.73
28-11-2018,180.94,249.21,1677.75,333.5,427.27,47.29,123.0,110.94,111.12,160.07
29-11-2018,179.55,249.09,1673.57,342.56,422.94,47.34,121.48,110.06,110.19,157.36
30-11-2018,178.58,250.89,1690.17,346.76,428.01,47.87,124.27,111.19,110.89,163.43
03-12-2018,184.82,255.26,1772.36,359.96,434.87,48.74,125.31,112.24,112.09,170.04
04-12-2018,176.69,245.82,1668.4,342.5,408.75,47.35,121.6,107.23,108.52,157.11
05-12-2018,176.69,245.82,1668.4,342.5,408.75,47.35,121.6,107.23,108.52,157.11
06-12-2018,174.72,250.63,1699.19,331.9,400.23,48.39,123.91,105.19,109.19,158.29
07-12-2018,168.49,238.0,1629.13,323.22,393.1,46.44,119.34,103.29,104.82,147.61
10-12-2018,169.6,244.09,1641.03,326.35,393.26,46.86,121.13,101.36,107.59,151.86
11-12-2018,168.63,245.34,1643.24,322.03,385.66,47.09,120.89,100.37,108.59,148.19
12-12-2018,169.1,245.55,1663.54,326.69,390.07,47.42,121.16,101.02,109.08,148.9
13-12-2018,170.95,248.08,1658.38,325.47,387.27,47.47,120.73,101.12,109.45,148.89
